instant,dteday,season_x,yr_x,mnth_x,hr,holiday_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual,registered,cnt,season_y,yr_y,mnth_y,holiday_y,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y
969,2011-02-12,1,0,2,23,0,6,0,1,0.22,0.2273,0.51,0.1343,1,31,32,1,0,2,0,6,0,1,0.2225,0.232954,0.544167,0.203367
970,2011-02-13,1,0,2,0,0,0,0,1,0.2,0.2273,0.64,0.1045,5,34,39,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883
971,2011-02-13,1,0,2,1,0,0,0,1,0.2,0.2273,0.59,0.0896,1,23,24,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883
972,2011-02-13,1,0,2,2,0,0,0,2,0.2,0.2273,0.75,0.0896,1,19,20,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883
973,2011-02-13,1,0,2,3,0,0,0,2,0.2,0.2273,0.69,0.1045,4,8,12,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883
974,2011-02-13,1,0,2,4,0,0,0,2,0.2,0.2121,0.69,0.1642,0,2,2,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883
975,2011-02-13,1,0,2,6,0,0,0,2,0.2,0.2121,0.69,0.1343,2,3,5,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883
976,2011-02-13,1,0,2,7,0,0,0,2,0.22,0.2727,0.55,0.0,0,3,3,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883
977,2011-02-13,1,0,2,8,0,0,0,2,0.22,0.2273,0.64,0.194,1,11,12,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883
978,2011-02-13,1,0,2,9,0,0,0,2,0.24,0.2273,0.6,0.2239,12,35,47,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883
979,2011-02-13,1,0,2,10,0,0,0,1,0.3,0.2727,0.45,0.3284,19,86,105,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883
980,2011-02-13,1,0,2,11,0,0,0,1,0.32,0.2879,0.39,0.4478,26,86,112,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883
981,2011-02-13,1,0,2,12,0,0,0,1,0.36,0.3182,0.32,0.4627,58,94,152,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883
982,2011-02-13,1,0,2,13,0,0,0,1,0.38,0.3939,0.29,0.3582,62,92,154,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883
983,2011-02-13,1,0,2,14,0,0,0,2,0.4,0.4091,0.3,0.4179,51,110,161,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883
984,2011-02-13,1,0,2,15,0,0,0,2,0.4,0.4091,0.3,0.2985,40,122,162,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883
985,2011-02-13,1,0,2,16,0,0,0,2,0.42,0.4242,0.28,0.3284,28,106,134,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883
986,2011-02-13,1,0,2,17,0,0,0,1,0.42,0.4242,0.28,0.3284,30,95,125,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883
987,2011-02-13,1,0,2,18,0,0,0,1,0.4,0.4091,0.32,0.2985,17,78,95,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883
988,2011-02-13,1,0,2,19,0,0,0,1,0.4,0.4091,0.35,0.2836,11,50,61,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883
989,2011-02-13,1,0,2,20,0,0,0,1,0.4,0.4091,0.35,0.3284,15,32,47,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883
990,2011-02-13,1,0,2,21,0,0,0,1,0.4,0.4091,0.35,0.3582,6,45,51,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883
991,2011-02-13,1,0,2,22,0,0,0,1,0.4,0.4091,0.35,0.2985,5,31,36,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883
992,2011-02-13,1,0,2,23,0,0,0,1,0.4,0.4091,0.35,0.3582,3,27,30,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883
993,2011-02-14,1,0,2,0,0,1,1,1,0.38,0.3939,0.37,0.3582,3,8,11,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
994,2011-02-14,1,0,2,1,0,1,1,1,0.38,0.3939,0.37,0.3582,1,6,7,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
995,2011-02-14,1,0,2,2,0,1,1,1,0.36,0.3333,0.4,0.2985,0,2,2,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
996,2011-02-14,1,0,2,3,0,1,1,1,0.34,0.3182,0.46,0.2239,1,1,2,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
997,2011-02-14,1,0,2,4,0,1,1,1,0.32,0.303,0.53,0.2836,0,2,2,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
998,2011-02-14,1,0,2,5,0,1,1,1,0.32,0.303,0.53,0.2836,0,3,3,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
999,2011-02-14,1,0,2,6,0,1,1,1,0.34,0.303,0.46,0.2985,1,25,26,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
1000,2011-02-14,1,0,2,7,0,1,1,1,0.34,0.303,0.46,0.2985,2,96,98,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
1001,2011-02-14,1,0,2,8,0,1,1,1,0.38,0.3939,0.4,0.4627,7,249,256,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
1002,2011-02-14,1,0,2,9,0,1,1,1,0.4,0.4091,0.37,0.3881,8,122,130,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
1003,2011-02-14,1,0,2,10,0,1,1,1,0.44,0.4394,0.33,0.2239,9,46,55,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
1004,2011-02-14,1,0,2,11,0,1,1,1,0.52,0.5,0.23,0.2537,10,43,53,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
1005,2011-02-14,1,0,2,12,0,1,1,1,0.56,0.5303,0.22,0.4478,27,99,126,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
1006,2011-02-14,1,0,2,13,0,1,1,1,0.58,0.5455,0.19,0.3881,27,93,120,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
1007,2011-02-14,1,0,2,14,0,1,1,1,0.6,0.5909,0.15,0.4925,14,76,90,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
1008,2011-02-14,1,0,2,15,0,1,1,1,0.56,0.5303,0.21,0.6567,19,71,90,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
1009,2011-02-14,1,0,2,16,0,1,1,1,0.52,0.5,0.27,0.4627,16,102,118,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
1010,2011-02-14,1,0,2,17,0,1,1,1,0.46,0.4545,0.33,0.6119,25,218,243,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
1011,2011-02-14,1,0,2,18,0,1,1,1,0.4,0.4091,0.4,0.6119,11,194,205,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
1012,2011-02-14,1,0,2,19,0,1,1,1,0.38,0.3939,0.43,0.4925,12,86,98,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
1013,2011-02-14,1,0,2,20,0,1,1,1,0.36,0.3182,0.46,0.4627,5,65,70,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
1014,2011-02-14,1,0,2,21,0,1,1,1,0.36,0.3182,0.5,0.5224,8,35,43,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
1015,2011-02-14,1,0,2,22,0,1,1,1,0.34,0.2879,0.46,0.6567,1,44,45,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
1016,2011-02-14,1,0,2,23,0,1,1,1,0.32,0.2879,0.49,0.4925,1,19,20,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908
1017,2011-02-15,1,0,2,0,0,2,1,1,0.3,0.2727,0.49,0.4179,7,12,19,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374
1018,2011-02-15,1,0,2,1,0,2,1,1,0.3,0.2424,0.42,0.7761,0,5,5,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374
1019,2011-02-15,1,0,2,2,0,2,1,1,0.28,0.2273,0.41,0.6866,1,2,3,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374
1020,2011-02-15,1,0,2,4,0,2,1,1,0.22,0.1818,0.37,0.5224,0,1,1,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374
1021,2011-02-15,1,0,2,5,0,2,1,1,0.22,0.1818,0.32,0.4627,0,4,4,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374
1022,2011-02-15,1,0,2,6,0,2,1,1,0.2,0.1818,0.32,0.3284,0,30,30,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374
1023,2011-02-15,1,0,2,7,0,2,1,1,0.2,0.1818,0.32,0.3582,2,103,105,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374
1024,2011-02-15,1,0,2,8,0,2,1,1,0.2,0.1818,0.32,0.3582,10,213,223,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374
1025,2011-02-15,1,0,2,9,0,2,1,1,0.22,0.197,0.29,0.4478,2,108,110,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374
1026,2011-02-15,1,0,2,10,0,2,1,1,0.24,0.2121,0.27,0.2836,5,47,52,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374
1027,2011-02-15,1,0,2,11,0,2,1,1,0.26,0.2424,0.25,0.2537,11,46,57,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374
1028,2011-02-15,1,0,2,12,0,2,1,1,0.28,0.2727,0.24,0.2537,6,65,71,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374
1029,2011-02-15,1,0,2,13,0,2,1,1,0.32,0.303,0.21,0.2239,14,68,82,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374
1030,2011-02-15,1,0,2,14,0,2,1,1,0.34,0.3182,0.19,0.2239,10,69,79,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374
1031,2011-02-15,1,0,2,15,0,2,1,1,0.34,0.3333,0.19,0.1642,11,74,85,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374
1032,2011-02-15,1,0,2,16,0,2,1,1,0.34,0.3182,0.19,0.2537,21,77,98,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374
1033,2011-02-15,1,0,2,17,0,2,1,1,0.32,0.303,0.22,0.2239,15,191,206,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374
1034,2011-02-15,1,0,2,18,0,2,1,1,0.3,0.303,0.22,0.1343,14,198,212,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374
1035,2011-02-15,1,0,2,19,0,2,1,1,0.28,0.2879,0.26,0.1343,3,142,145,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374
1036,2011-02-15,1,0,2,20,0,2,1,1,0.26,0.2727,0.33,0.1045,3,98,101,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374
1037,2011-02-15,1,0,2,21,0,2,1,1,0.24,0.2879,0.52,0.0,5,61,66,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374
1038,2011-02-15,1,0,2,22,0,2,1,1,0.24,0.2879,0.44,0.0,0,41,41,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374
1039,2011-02-15,1,0,2,23,0,2,1,2,0.22,0.2576,0.44,0.0896,0,20,20,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374
1040,2011-02-16,1,0,2,0,0,3,1,1,0.22,0.2576,0.41,0.0896,0,15,15,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791
1041,2011-02-16,1,0,2,1,0,3,1,1,0.2,0.2273,0.44,0.0896,0,9,9,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791
1042,2011-02-16,1,0,2,3,0,3,1,2,0.2,0.197,0.47,0.194,0,1,1,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791
1043,2011-02-16,1,0,2,4,0,3,1,1,0.2,0.197,0.51,0.194,0,1,1,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791
1044,2011-02-16,1,0,2,5,0,3,1,1,0.2,0.197,0.47,0.194,0,5,5,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791
1045,2011-02-16,1,0,2,6,0,3,1,1,0.2,0.197,0.55,0.2239,1,32,33,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791
1046,2011-02-16,1,0,2,7,0,3,1,2,0.2,0.197,0.55,0.2239,5,103,108,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791
1047,2011-02-16,1,0,2,8,0,3,1,2,0.22,0.2273,0.55,0.1642,6,224,230,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791
1048,2011-02-16,1,0,2,9,0,3,1,1,0.24,0.2121,0.52,0.2836,2,122,124,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791
1049,2011-02-16,1,0,2,10,0,3,1,1,0.26,0.2273,0.41,0.3881,14,55,69,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791
1050,2011-02-16,1,0,2,11,0,3,1,1,0.34,0.303,0.34,0.2985,7,59,66,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791
1051,2011-02-16,1,0,2,12,0,3,1,1,0.38,0.3939,0.32,0.3284,14,72,86,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791
1052,2011-02-16,1,0,2,13,0,3,1,1,0.42,0.4242,0.3,0.3582,13,80,93,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791
1053,2011-02-16,1,0,2,14,0,3,1,1,0.46,0.4545,0.28,0.4179,17,65,82,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791
1054,2011-02-16,1,0,2,15,0,3,1,1,0.46,0.4545,0.28,0.4179,35,82,117,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791
1055,2011-02-16,1,0,2,16,0,3,1,1,0.46,0.4545,0.31,0.3881,26,96,122,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791
1056,2011-02-16,1,0,2,17,0,3,1,1,0.46,0.4545,0.28,0.2836,11,244,255,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791
1057,2011-02-16,1,0,2,18,0,3,1,1,0.4,0.4091,0.4,0.2239,20,202,222,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791
1058,2011-02-16,1,0,2,19,0,3,1,1,0.34,0.3182,0.53,0.2239,18,143,161,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791
1059,2011-02-16,1,0,2,20,0,3,1,1,0.38,0.3939,0.43,0.194,10,108,118,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791
1060,2011-02-16,1,0,2,21,0,3,1,1,0.36,0.3485,0.46,0.194,5,87,92,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791
1061,2011-02-16,1,0,2,22,0,3,1,1,0.34,0.3333,0.53,0.194,12,61,73,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791
1062,2011-02-16,1,0,2,23,0,3,1,1,0.38,0.3939,0.4,0.2239,2,31,33,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791
1063,2011-02-17,1,0,2,0,0,4,1,1,0.34,0.3333,0.53,0.194,1,16,17,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104
1064,2011-02-17,1,0,2,1,0,4,1,1,0.34,0.3182,0.53,0.2239,0,6,6,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104
1065,2011-02-17,1,0,2,2,0,4,1,2,0.34,0.3182,0.53,0.2239,2,4,6,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104
1066,2011-02-17,1,0,2,3,0,4,1,1,0.34,0.3333,0.53,0.194,3,1,4,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104
1067,2011-02-17,1,0,2,4,0,4,1,1,0.32,0.3182,0.57,0.194,3,1,4,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104
1068,2011-02-17,1,0,2,5,0,4,1,1,0.32,0.3333,0.66,0.0896,1,11,12,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104
1069,2011-02-17,1,0,2,6,0,4,1,1,0.3,0.303,0.7,0.1343,3,44,47,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104
1070,2011-02-17,1,0,2,7,0,4,1,1,0.32,0.3333,0.57,0.1045,7,119,126,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104
1071,2011-02-17,1,0,2,8,0,4,1,1,0.32,0.3333,0.57,0.0896,18,267,285,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104
1072,2011-02-17,1,0,2,9,0,4,1,1,0.36,0.3485,0.57,0.194,16,163,179,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104
1073,2011-02-17,1,0,2,10,0,4,1,1,0.38,0.3939,0.54,0.194,18,70,88,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104
1074,2011-02-17,1,0,2,11,0,4,1,2,0.44,0.4394,0.44,0.2537,19,71,90,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104
1075,2011-02-17,1,0,2,12,0,4,1,1,0.48,0.4697,0.41,0.2239,15,86,101,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104
1076,2011-02-17,1,0,2,13,0,4,1,1,0.54,0.5152,0.34,0.2239,15,108,123,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104
1077,2011-02-17,1,0,2,14,0,4,1,1,0.6,0.6212,0.31,0.2239,26,55,81,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104
1078,2011-02-17,1,0,2,15,0,4,1,1,0.6,0.6061,0.28,0.2537,15,91,106,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104
1079,2011-02-17,1,0,2,16,0,4,1,2,0.56,0.5303,0.35,0.2985,29,117,146,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104
1080,2011-02-17,1,0,2,17,0,4,1,2,0.58,0.5455,0.32,0.2985,18,256,274,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104
1081,2011-02-17,1,0,2,18,0,4,1,2,0.54,0.5152,0.42,0.2836,11,211,222,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104
1082,2011-02-17,1,0,2,19,0,4,1,1,0.48,0.4697,0.55,0.3284,14,161,175,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104
1083,2011-02-17,1,0,2,20,0,4,1,1,0.48,0.4697,0.59,0.3284,8,131,139,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104
1084,2011-02-17,1,0,2,21,0,4,1,1,0.52,0.5,0.55,0.3881,5,119,124,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104
1085,2011-02-17,1,0,2,22,0,4,1,1,0.5,0.4848,0.59,0.2836,8,68,76,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104
1086,2011-02-17,1,0,2,23,0,4,1,1,0.46,0.4545,0.67,0.2985,4,40,44,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104
1087,2011-02-18,1,0,2,0,0,5,1,1,0.44,0.4394,0.72,0.2836,12,20,32,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925
1088,2011-02-18,1,0,2,1,0,5,1,1,0.44,0.4394,0.72,0.2239,1,7,8,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925
1089,2011-02-18,1,0,2,2,0,5,1,1,0.44,0.4394,0.72,0.2836,2,5,7,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925
1090,2011-02-18,1,0,2,3,0,5,1,1,0.46,0.4545,0.67,0.2537,2,6,8,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925
1091,2011-02-18,1,0,2,4,0,5,1,1,0.46,0.4545,0.67,0.2537,0,1,1,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925
1092,2011-02-18,1,0,2,5,0,5,1,2,0.46,0.4545,0.67,0.1045,1,6,7,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925
1093,2011-02-18,1,0,2,6,0,5,1,2,0.44,0.4394,0.72,0.1642,2,48,50,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925
1094,2011-02-18,1,0,2,7,0,5,1,2,0.42,0.4242,0.77,0.2239,8,108,116,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925
1095,2011-02-18,1,0,2,8,0,5,1,2,0.42,0.4242,0.77,0.194,26,246,272,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925
1096,2011-02-18,1,0,2,9,0,5,1,2,0.42,0.4242,0.77,0.194,15,154,169,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925
1097,2011-02-18,1,0,2,10,0,5,1,2,0.44,0.4394,0.72,0.2239,17,78,95,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925
1098,2011-02-18,1,0,2,11,0,5,1,1,0.44,0.4394,0.72,0.1642,31,82,113,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925
1099,2011-02-18,1,0,2,12,0,5,1,1,0.5,0.4848,0.59,0.194,59,126,185,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925
1100,2011-02-18,1,0,2,13,0,5,1,1,0.6,0.6212,0.43,0.194,45,131,176,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925
1101,2011-02-18,1,0,2,14,0,5,1,1,0.66,0.6212,0.36,0.2985,73,118,191,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925
1102,2011-02-18,1,0,2,15,0,5,1,1,0.66,0.6212,0.36,0.3284,55,117,172,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925
1103,2011-02-18,1,0,2,16,0,5,1,1,0.66,0.6212,0.36,0.2836,68,164,232,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925
1104,2011-02-18,1,0,2,17,0,5,1,1,0.66,0.6212,0.34,0.3582,52,275,327,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925
1105,2011-02-18,1,0,2,18,0,5,1,1,0.64,0.6212,0.33,0.3284,29,195,224,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925
1106,2011-02-18,1,0,2,19,0,5,1,1,0.62,0.6212,0.29,0.5821,16,146,162,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925
1107,2011-02-18,1,0,2,20,0,5,1,1,0.6,0.6212,0.31,0.194,19,105,124,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925
1108,2011-02-18,1,0,2,21,0,5,1,1,0.58,0.5455,0.21,0.4925,11,61,72,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925
1109,2011-02-18,1,0,2,22,0,5,1,1,0.54,0.5152,0.1,0.2537,19,88,107,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925
1110,2011-02-18,1,0,2,23,0,5,1,1,0.52,0.5,0.08,0.2836,16,61,77,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925
1111,2011-02-19,1,0,2,0,0,6,0,1,0.48,0.4697,0.12,0.4925,6,23,29,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463
1112,2011-02-19,1,0,2,1,0,6,0,1,0.46,0.4545,0.14,0.4179,10,21,31,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463
1113,2011-02-19,1,0,2,2,0,6,0,1,0.44,0.4394,0.13,0.3881,3,14,17,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463
1114,2011-02-19,1,0,2,3,0,6,0,1,0.42,0.4242,0.14,0.2985,0,7,7,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463
1115,2011-02-19,1,0,2,4,0,6,0,1,0.4,0.4091,0.15,0.3284,0,3,3,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463
1116,2011-02-19,1,0,2,5,0,6,0,1,0.4,0.4091,0.15,0.3284,0,3,3,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463
1117,2011-02-19,1,0,2,6,0,6,0,1,0.4,0.4091,0.17,0.4179,3,3,6,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463
1118,2011-02-19,1,0,2,7,0,6,0,1,0.38,0.3939,0.17,0.5224,6,16,22,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463
1119,2011-02-19,1,0,2,8,0,6,0,1,0.38,0.3939,0.17,0.5821,9,36,45,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463
1120,2011-02-19,1,0,2,9,0,6,0,1,0.4,0.4091,0.16,0.6567,18,37,55,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463
1121,2011-02-19,1,0,2,10,0,6,0,1,0.42,0.4242,0.16,0.5821,34,72,106,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463
1122,2011-02-19,1,0,2,11,0,6,0,1,0.44,0.4394,0.16,0.5821,47,76,123,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463
1123,2011-02-19,1,0,2,12,0,6,0,1,0.44,0.4394,0.18,0.4925,38,81,119,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463
1124,2011-02-19,1,0,2,13,0,6,0,1,0.44,0.4394,0.16,0.6119,52,103,155,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463
1125,2011-02-19,1,0,2,14,0,6,0,1,0.46,0.4545,0.15,0.6567,102,94,196,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463
1126,2011-02-19,1,0,2,15,0,6,0,1,0.44,0.4394,0.16,0.7463,84,87,171,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463
1127,2011-02-19,1,0,2,16,0,6,0,1,0.44,0.4394,0.16,0.6418,39,81,120,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463
1128,2011-02-19,1,0,2,17,0,6,0,1,0.42,0.4242,0.19,0.6119,36,91,127,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463
1129,2011-02-19,1,0,2,18,0,6,0,1,0.36,0.3182,0.25,0.4478,21,67,88,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463
1130,2011-02-19,1,0,2,19,0,6,0,1,0.34,0.303,0.29,0.3582,5,54,59,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463
1131,2011-02-19,1,0,2,20,0,6,0,1,0.32,0.2879,0.28,0.5224,9,38,47,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463
1132,2011-02-19,1,0,2,21,0,6,0,1,0.32,0.2727,0.26,0.5522,4,29,33,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463
1133,2011-02-19,1,0,2,22,0,6,0,1,0.3,0.2576,0.28,0.4925,2,42,44,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463
1134,2011-02-19,1,0,2,23,0,6,0,1,0.28,0.2424,0.33,0.4478,4,25,29,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463
